"","X","Attrition","Age","DistanceFromHome","Education","EnvironmentSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_No","BusinessTravel_Travel_Frequently","BusinessTravel_Non-Travel","Department_Research & Development","Department_Human Resources","EducationField_Other","EducationField_Medical","EducationField_Marketing","EducationField_Technical Degree","EducationField_Human Resources","Gender_Male","JobRole_Research Scientist","JobRole_Laboratory Technician","JobRole_Manufacturing Director","JobRole_Healthcare Representative","JobRole_Manager","JobRole_Sales Representative","JobRole_Research Director","JobRole_Human Resources","MaritalStatus_Married","MaritalStatus_Divorced","OverTime_No","predicted_value"
"278","278","No","0.476190476190476","0.214285714285714","0.25","0","1","0.25","0","0.242022116903633","0.111111111111111","0.928571428571429","1","0.666666666666667","0.333333333333333","0.2","0.5","0.666666666666667","0.2","0","0.466666666666667","0.411764705882353","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","No"
"279","279","No","0.19047619047619","0","0.5","0.666666666666667","0.666666666666667","0.25","0.333333333333333","0.283728278041074","0.111111111111111","0.642857142857143","1","0","0.333333333333333","0.15","1","0","0.15","0.277777777777778","0.0666666666666667","0.235294117647059","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","No"
"281","281","No","0.833333333333333","0.0714285714285714","0.75","0.666666666666667","0.666666666666667","0.75","0.666666666666667","0.872827804107425","0.333333333333333","0.357142857142857","0","1","1","0.525","0.833333333333333","0.333333333333333","0.125","0.166666666666667","0.0666666666666667","0.176470588235294","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","No"
"282","282","No","0.571428571428571","0","0","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.205265929436546","0.111111111111111","1","1","0.666666666666667","0","0.5","0.5","0.666666666666667","0.5","0.888888888888889","0.733333333333333","0.352941176470588","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"283","283","No","0.261904761904762","0.0357142857142857","0.25","0.333333333333333","0.666666666666667","0.25","1","0.18667719852554","0.111111111111111","0.5","0","0","0","0.25","0.5","0.333333333333333","0.25","0.388888888888889","0","0.529411764705882","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"291","291","No","0.738095238095238","0.321428571428571","0.75","0.666666666666667","0.666666666666667","1","0","0.929752501316482","1","0","0","1","0","0.55","0.666666666666667","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","No"
"294","294","Yes","0.19047619047619","0.107142857142857","0.75","1","0.333333333333333","0.25","1","0.25376513954713","0.111111111111111","0.0714285714285714","0","0.333333333333333","0","0.2","0","0.666666666666667","0.2","0.388888888888889","0.466666666666667","0.235294117647059","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Yes"
"296","296","No","0.571428571428571","0.892857142857143","0.5","0.666666666666667","0.666666666666667","0.75","0.333333333333333","0.659083728278041","0.555555555555556","0.214285714285714","0","1","0.333333333333333","0.575","0.333333333333333","1","0.5","0.222222222222222","0.266666666666667","0.470588235294118","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"297","297","Yes","0","0.0714285714285714","0.5","0.666666666666667","0.666666666666667","0","0.666666666666667","0.0216429699842022","0.111111111111111","0.142857142857143","0","0.666666666666667","0","0","0.333333333333333","0.666666666666667","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","Yes"
"303","303","No","0.238095238095238","0.535714285714286","0.25","0.333333333333333","1","0.25","0","0.244971037388099","0","0.571428571428571","0","0.666666666666667","0","0.225","0.333333333333333","0.666666666666667","0.2","0.166666666666667","0","0.411764705882353","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","No"
"304","304","No","0.30952380952381","0.214285714285714","0.5","0.333333333333333","1","0.25","1","0.311743022643497","0.444444444444444","0","0","0.333333333333333","0.333333333333333","0.25","0.5","0.333333333333333","0.2","0.388888888888889","0.466666666666667","0.411764705882353","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"305","305","No","0.5","0","0.5","0.666666666666667","1","0.5","1","0.453080568720379","0","0.428571428571429","0","0","1","0.475","0.833333333333333","0.333333333333333","0.45","0.555555555555556","0.2","0.411764705882353","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","No"
"306","306","No","0.428571428571429","0.821428571428571","0.75","0.333333333333333","0.666666666666667","0.25","0.333333333333333","0.24565560821485","0.777777777777778","0.285714285714286","0","0.666666666666667","0.333333333333333","0.275","0.5","0.666666666666667","0.225","0.444444444444444","0","0.470588235294118","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"307","307","No","0.333333333333333","0.214285714285714","0.5","1","0.333333333333333","0.25","0.666666666666667","0.235650342285413","0.111111111111111","0.214285714285714","0","0.666666666666667","0.333333333333333","0.325","0.5","0.333333333333333","0.325","0.444444444444444","0.266666666666667","0.470588235294118","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"313","313","No","0.30952380952381","0.0357142857142857","0.75","0.666666666666667","0.666666666666667","0","1","0.088783570300158","0","0.5","0","0.333333333333333","0.333333333333333","0.075","0.333333333333333","0","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","No"
"317","317","No","0.738095238095238","0","0.25","0.666666666666667","0.333333333333333","0.75","0.666666666666667","0.682201158504476","0.777777777777778","0.0714285714285714","0","1","0","0.625","0.333333333333333","0.666666666666667","0.175","0.0555555555555556","0","0.411764705882353","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","No"
"319","319","No","0.214285714285714","0.142857142857143","0.5","0.666666666666667","0.666666666666667","0","0.333333333333333","0.0773565034228541","0.111111111111111","0.0714285714285714","0","0.333333333333333","0","0.1","0.333333333333333","0.333333333333333","0.1","0.166666666666667","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","No"
"321","321","No","0.214285714285714","0.0357142857142857","0.5","1","0.666666666666667","0.25","0.666666666666667","0.182675092153765","0.111111111111111","0","0","0","0","0.125","0.5","0.666666666666667","0.125","0.222222222222222","0","0.235294117647059","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","No"
"323","323","No","0.333333333333333","0.0357142857142857","0.75","0","1","0.25","1","0.213059505002633","0.777777777777778","0.357142857142857","0","0.666666666666667","0","0.25","0","0.333333333333333","0.175","0.388888888888889","0","0.411764705882353","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","No"
"324","324","Yes","0.238095238095238","0.0357142857142857","0.75","0","0","0","1","0.129278567667193","0.555555555555556","0.142857142857143","0","1","0","0.125","0.666666666666667","0.333333333333333","0.075","0.111111111111111","0.133333333333333","0.117647058823529","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","Yes"
"325","325","No","0.285714285714286","0.964285714285714","0.25","1","0.666666666666667","0.25","1","0.250974196945761","0.111111111111111","0.142857142857143","0","1","0.666666666666667","0.275","0.333333333333333","0.666666666666667","0.25","0.444444444444444","0.0666666666666667","0.529411764705882","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","No"
"331","331","No","0.595238095238095","0.321428571428571","0.75","0.666666666666667","0.333333333333333","0.25","0.666666666666667","0.223696682464455","0.111111111111111","0","0","0.333333333333333","0.333333333333333","0.225","0.5","1","0.225","0.388888888888889","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","No"
"333","333","No","0.857142857142857","0.678571428571429","0.75","1","0.666666666666667","0.25","0.666666666666667","0.203264876250658","0.333333333333333","0.0714285714285714","0","1","0","0.5","0.666666666666667","0.333333333333333","0.1","0.166666666666667","0","0.176470588235294","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","No"
"334","334","No","0.595238095238095","0.214285714285714","0.5","0.666666666666667","0.666666666666667","0.5","0","0.472669826224329","0.888888888888889","0.357142857142857","0","0","0.333333333333333","0.25","0.166666666666667","0.333333333333333","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","No"
"335","335","No","0.642857142857143","0.25","0.75","1","0.666666666666667","0.25","1","0.141548183254344","1","0.214285714285714","0","0","0.666666666666667","0.3","0.5","0.666666666666667","0.25","0.5","0.6","0.470588235294118","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"339","339","No","0.285714285714286","0.142857142857143","0.5","1","0.333333333333333","0.25","0.666666666666667","0.269036334913112","0.111111111111111","0.142857142857143","0","0.666666666666667","1","0.25","0.333333333333333","0.666666666666667","0.25","0.5","0.0666666666666667","0.117647058823529","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","No"
"340","340","No","0.214285714285714","0.25","0.75","0.333333333333333","0.666666666666667","0.25","0.333333333333333","0.274091627172196","0.111111111111111","0.5","0","0","0.333333333333333","0.2","0.5","0.666666666666667","0.2","0.388888888888889","0","0.411764705882353","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"342","342","No","0.476190476190476","0.5","0.25","0.666666666666667","0.333333333333333","0.5","1","0.552975250131648","0","0.214285714285714","0","0.333333333333333","0.333333333333333","0.3","0.5","0.666666666666667","0.275","0.555555555555556","0.133333333333333","0.529411764705882","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","No"
"346","346","No","0.119047619047619","0.892857142857143","0","0.666666666666667","0.666666666666667","0","1","0.0997893628225382","0.111111111111111","0.0714285714285714","0","0.666666666666667","0.666666666666667","0.1","0.333333333333333","0.333333333333333","0.1","0.111111111111111","0","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","No"
"347","347","No","0.547619047619048","0.178571428571429","0.5","1","0.333333333333333","0.25","0.333333333333333","0.264507635597683","0.666666666666667","0.285714285714286","0","1","0","0.2","0.5","0.666666666666667","0.125","0.222222222222222","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","No"
"349","349","No","0.571428571428571","0.785714285714286","1","0","0.666666666666667","0.75","1","0.78899420747762","0.222222222222222","0.214285714285714","0","0.333333333333333","0","0.4","0.333333333333333","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","No"
"351","351","No","0.571428571428571","0.0357142857142857","0","0.666666666666667","0.666666666666667","0","0.666666666666667","0.0888362295945234","0","0","0","0.666666666666667","0.333333333333333","0.1","0.833333333333333","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","No"
"356","356","No","0.19047619047619","0","0.5","0.666666666666667","0.666666666666667","0.25","0.666666666666667","0.225750394944708","0.111111111111111","0.428571428571429","0","0.333333333333333","0.333333333333333","0.2","0.5","0.666666666666667","0.2","0.388888888888889","0.466666666666667","0.411764705882353","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"357","357","No","0.571428571428571","0.0357142857142857","0.75","0","0.333333333333333","0.25","1","0.303949447077409","0.333333333333333","0.857142857142857","1","0.333333333333333","0","0.35","1","0.666666666666667","0.025","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","No"
"358","358","Yes","0.0714285714285714","0","0","0","0.333333333333333","0","0.333333333333333","0.0613480779357557","0.111111111111111","0","0","0.666666666666667","0","0.075","0.5","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","Yes"
"359","359","No","0.428571428571429","0","1","1","0.666666666666667","0.25","1","0.297209057398631","0.444444444444444","0.285714285714286","0","0.333333333333333","0","0.175","1","0.666666666666667","0.025","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","No"
"362","362","No","0.523809523809524","0.321428571428571","0.75","1","1","0","0.666666666666667","0.0634017904160084","0.333333333333333","0.142857142857143","0","0.666666666666667","0.333333333333333","0.25","0.5","0.666666666666667","0.175","0.388888888888889","0.0666666666666667","0.411764705882353","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","No"
"369","369","Yes","0.523809523809524","0.75","0.25","0.666666666666667","0.333333333333333","0.25","0.666666666666667","0.282833070036862","0.222222222222222","0.0714285714285714","0","0","0.666666666666667","0.2","1","0.666666666666667","0.15","0.222222222222222","0.0666666666666667","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","Yes"
"371","371","Yes","0.0714285714285714","0.392857142857143","0.5","0.666666666666667","1","0","0.333333333333333","0.0898894154818325","0.111111111111111","0.285714285714286","0","1","0","0.025","0","0.666666666666667","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","Yes"
"374","374","No","0.214285714285714","0","0.25","1","0.666666666666667","0","0.333333333333333","0.147814639283834","0.111111111111111","0","0","0.333333333333333","0.333333333333333","0.125","0.333333333333333","0.666666666666667","0.125","0.111111111111111","0","0.235294117647059","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","No"
"378","378","No","0.428571428571429","0.0357142857142857","0.5","1","0.666666666666667","0","0.666666666666667","0.0807793575566087","0.444444444444444","0.142857142857143","0","0.333333333333333","0.333333333333333","0.15","0.5","0.666666666666667","0.05","0.111111111111111","0.133333333333333","0.117647058823529","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","No"
